#DETEKTREF,INT_BEGIN,Q_KFZ,V_KFZ,Q_PKW,V_PKW,Q_LKW,V_LKW
1000008198,23:50:00,0,0,0,0,0,0
1000008200,00:00:00,0,0,0,0,0,0
1000008200,00:10:00,0,0,0,0,0,0
1000008200,00:20:00,0,0,0,0,0,0
1000008200,00:30:00,0,0,0,0,0,0
1000008200,00:40:00,0,0,0,0,0,0
1000008200,00:50:00,0,0,0,0,0,0
1000008200,01:00:00,0,0,0,0,0,0
1000008200,01:10:00,0,0,0,0,0,0
1000008200,01:20:00,0,0,0,0,0,0
1000008200,01:30:00,0,0,0,0,0,0
1000008200,01:40:00,0,0,0,0,0,0
1000008200,01:50:00,0,0,0,0,0,0
1000008200,02:00:00,0,0,0,0,0,0
1000008200,02:10:00,0,0,0,0,0,0
1000008200,02:20:00,0,0,0,0,0,0
1000008200,02:30:00,0,0,0,0,0,0
1000008200,02:40:00,0,0,0,0,0,0
1000008200,02:50:00,0,0,0,0,0,0
1000008200,03:00:00,0,0,0,0,0,0
1000008200,03:10:00,0,0,0,0,0,0
1000008200,03:20:00,0,0,0,0,0,0
1000008200,03:30:00,0,0,0,0,0,0
1000008200,03:40:00,0,0,0,0,0,0
1000008200,03:50:00,0,0,0,0,0,0
1000008200,04:00:00,0,0,0,0,0,0
1000008200,04:10:00,0,0,0,0,0,0
1000008200,04:20:00,0,0,0,0,0,0
1000008200,04:30:00,0,0,0,0,0,0
1000008200,04:40:00,0,0,0,0,0,0
1000008200,04:50:00,0,0,0,0,0,0
1000008200,05:00:00,0,0,0,0,0,0
1000008200,05:10:00,0,0,0,0,0,0
1000008200,05:20:00,0,0,0,0,0,0
1000008200,05:30:00,0,0,0,0,0,0
1000008200,05:40:00,0,0,0,0,0,0
1000008200,05:50:00,0,0,0,0,0,0
1000008200,06:00:00,0,0,0,0,0,0
1000008200,06:10:00,0,0,0,0,0,0
1000008200,06:20:00,0,0,0,0,0,0
1000008200,06:30:00,0,0,0,0,0,0
1000008200,06:40:00,0,0,0,0,0,0
1000008200,06:50:00,0,0,0,0,0,0
1000008200,07:00:00,0,0,0,0,0,0
1000008200,07:10:00,0,0,0,0,0,0
1000008200,07:20:00,0,0,0,0,0,0
1000008200,07:30:00,0,0,0,0,0,0
1000008200,07:40:00,0,0,0,0,0,0
1000008200,07:50:00,0,0,0,0,0,0
1000008200,08:00:00,6,3,6,3,0,0
1000008200,08:10:00,0,0,0,0,0,0
1000008200,08:20:00,0,0,0,0,0,0
1000008200,08:30:00,0,0,0,0,0,0
1000008200,08:40:00,0,0,0,0,0,0
1000008200,08:50:00,0,0,0,0,0,0
1000008200,09:00:00,6,3,6,3,0,0
1000008200,09:10:00,6,0,6,0,0,0
1000008200,09:20:00,0,0,0,0,0,0
1000008200,09:30:00,0,0,0,0,0,0
1000008200,09:40:00,0,0,0,0,0,0
1000008200,09:50:00,0,0,0,0,0,0
1000008200,10:00:00,12,6,12,6,0,0
1000008200,10:10:00,0,0,0,0,0,0
1000008200,10:20:00,0,0,0,0,0,0
1000008200,10:30:00,0,0,0,0,0,0
1000008200,10:40:00,12,6,12,6,0,0
1000008200,10:50:00,12,5,12,5,0,0
1000008200,11:00:00,6,2,0,0,6,2
1000008200,11:10:00,0,0,0,0,0,0
1000008200,11:20:00,0,0,0,0,0,0
1000008200,11:30:00,0,0,0,0,0,0
1000008200,11:40:00,0,0,0,0,0,0
1000008200,11:50:00,6,3,6,3,0,0
1000008200,12:00:00,0,0,0,0,0,0
1000008200,12:10:00,0,0,0,0,0,0
1000008200,12:20:00,0,0,0,0,0,0
1000008200,12:30:00,0,0,0,0,0,0
1000008200,12:40:00,0,0,0,0,0,0
1000008200,12:50:00,0,0,0,0,0,0
1000008200,13:00:00,0,0,0,0,0,0
1000008200,13:10:00,0,0,0,0,0,0
1000008200,13:20:00,0,0,0,0,0,0
1000008200,13:30:00,6,3,6,3,0,0
1000008200,13:40:00,0,0,0,0,0,0
1000008200,13:50:00,0,0,0,0,0,0
1000008200,14:00:00,0,0,0,0,0,0
1000008200,14:10:00,0,0,0,0,0,0
1000008200,14:20:00,0,0,0,0,0,0
1000008200,14:30:00,0,0,0,0,0,0
1000008200,14:40:00,0,0,0,0,0,0
1000008200,14:50:00,0,0,0,0,0,0
1000008200,15:00:00,12,6,12,6,0,0
1000008200,15:10:00,0,0,0,0,0,0
1000008200,15:20:00,0,0,0,0,0,0
1000008200,15:30:00,12,3,12,3,0,0
1000008200,15:40:00,0,0,0,0,0,0
1000008200,15:50:00,0,0,0,0,0,0
1000008200,16:00:00,6,3,6,3,0,0
1000008200,16:10:00,6,3,6,3,0,0
1000008200,16:20:00,0,0,0,0,0,0
1000008200,16:30:00,12,7,12,7,0,0
1000008200,16:40:00,12,6,12,6,0,0
1000008200,16:50:00,12,6,12,6,0,0
1000008200,17:00:00,18,10,18,10,0,0
1000008200,17:10:00,12,7,12,7,0,0
1000008200,17:20:00,0,0,0,0,0,0
1000008200,17:30:00,6,3,6,3,0,0
1000008200,17:40:00,0,0,0,0,0,0
1000008200,17:50:00,6,4,6,4,0,0
1000008200,18:00:00,12,6,12,6,0,0
1000008200,18:10:00,0,0,0,0,0,0
1000008200,18:20:00,0,0,0,0,0,0
1000008200,18:30:00,0,0,0,0,0,0
1000008200,18:40:00,0,0,0,0,0,0
1000008200,18:50:00,0,0,0,0,0,0
1000008200,19:00:00,0,0,0,0,0,0
1000008200,19:10:00,0,0,0,0,0,0
1000008200,19:20:00,0,0,0,0,0,0
1000008200,19:30:00,0,0,0,0,0,0
1000008200,19:40:00,0,0,0,0,0,0
1000008200,19:50:00,6,3,0,0,6,3
1000008200,20:00:00,0,0,0,0,0,0
1000008200,20:10:00,6,2,0,0,6,2
1000008200,20:20:00,0,0,0,0,0,0
1000008200,20:30:00,0,0,0,0,0,0
1000008200,20:40:00,0,0,0,0,0,0
1000008200,20:50:00,0,0,0,0,0,0
1000008200,21:00:00,0,0,0,0,0,0
1000008200,21:10:00,0,0,0,0,0,0
1000008200,21:20:00,0,0,0,0,0,0
1000008200,21:30:00,0,0,0,0,0,0
1000008200,21:40:00,0,0,0,0,0,0
1000008200,21:50:00,0,0,0,0,0,0
1000008200,22:00:00,0,0,0,0,0,0
1000008200,22:10:00,0,0,0,0,0,0
1000008200,22:20:00,0,0,0,0,0,0
1000008200,22:30:00,6,3,6,3,0,0
1000008200,22:40:00,0,0,0,0,0,0
1000008200,22:50:00,0,0,0,0,0,0
1000008200,23:00:00,0,0,0,0,0,0
1000008200,23:10:00,0,0,0,0,0,0
1000008200,23:20:00,0,0,0,0,0,0
1000008200,23:30:00,0,0,0,0,0,0
1000008200,23:40:00,0,0,0,0,0,0
1000008200,23:50:00,0,0,0,0,0,0
1000008266,00:00:00,0,0,0,0,0,0
1000008266,00:10:00,0,0,0,0,0,0
1000008266,00:20:00,0,0,0,0,0,0
1000008266,00:30:00,0,0,0,0,0,0
1000008266,00:40:00,0,0,0,0,0,0
1000008266,00:50:00,0,0,0,0,0,0
1000008266,01:00:00,6,2,6,2,0,0
1000008266,01:10:00,0,0,0,0,0,0
1000008266,01:20:00,0,0,0,0,0,0
1000008266,01:30:00,0,0,0,0,0,0
1000008266,01:40:00,0,0,0,0,0,0
1000008266,01:50:00,0,0,0,0,0,0
1000008266,02:00:00,0,0,0,0,0,0
1000008266,02:10:00,0,0,0,0,0,0
1000008266,02:20:00,0,0,0,0,0,0
1000008266,02:30:00,0,0,0,0,0,0
1000008266,02:40:00,0,0,0,0,0,0
1000008266,02:50:00,0,0,0,0,0,0
1000008266,03:00:00,0,0,0,0,0,0
1000008266,03:10:00,0,0,0,0,0,0
1000008266,03:20:00,0,0,0,0,0,0
1000008266,03:30:00,0,0,0,0,0,0
1000008266,03:40:00,0,0,0,0,0,0
1000008266,03:50:00,0,0,0,0,0,0
1000008266,04:00:00,0,0,0,0,0,0
1000008266,04:10:00,0,0,0,0,0,0
1000008266,04:20:00,0,0,0,0,0,0
1000008266,04:30:00,6,2,6,2,0,0
1000008266,04:40:00,0,0,0,0,0,0
1000008266,04:50:00,0,0,0,0,0,0
1000008266,05:00:00,0,0,0,0,0,0
1000008266,05:10:00,0,0,0,0,0,0
1000008266,05:20:00,0,0,0,0,0,0
1000008266,05:30:00,6,1,6,1,0,0
1000008266,05:40:00,0,0,0,0,0,0
1000008266,05:50:00,6,3,6,3,0,0
1000008266,06:00:00,0,0,0,0,0,0
1000008266,06:10:00,0,0,0,0,0,0
1000008266,06:20:00,0,0,0,0,0,0
1000008266,06:30:00,0,0,0,0,0,0
1000008266,06:40:00,0,0,0,0,0,0
1000008266,06:50:00,6,4,6,4,0,0
1000008266,07:00:00,0,0,0,0,0,0
1000008266,07:10:00,0,0,0,0,0,0
1000008266,07:20:00,24,7,18,6,6,2
1000008266,07:30:00,12,3,12,3,0,0
1000008266,07:40:00,18,5,18,5,0,0
1000008266,07:50:00,6,1,6,1,0,0
1000008266,08:00:00,12,1,6,1,6,1
1000008266,08:10:00,6,1,6,1,0,0
1000008266,08:20:00,6,2,0,0,6,2
1000008266,08:30:00,12,3,6,2,6,2
1000008266,08:40:00,6,1,6,1,0,0
1000008266,08:50:00,12,4,12,4,0,0
1000008266,09:00:00,6,2,0,0,6,2
1000008266,09:10:00,12,4,12,4,0,0
1000008266,09:20:00,12,4,12,4,0,0
1000008266,09:30:00,12,4,12,4,0,0
1000008266,09:40:00,48,9,48,9,0,0
1000008266,09:50:00,24,8,24,8,0,0
1000008266,10:00:00,36,10,30,10,6,2
1000008266,10:10:00,18,6,18,6,0,0
1000008266,10:20:00,18,3,6,2,12,3
1000008266,10:30:00,36,8,30,8,6,2
1000008266,10:40:00,12,2,12,2,0,0
1000008266,10:50:00,12,2,12,2,0,0
1000008266,11:00:00,12,2,12,2,0,0
1000008266,11:10:00,0,0,0,0,0,0
1000008266,11:20:00,24,4,18,3,6,1
1000008266,11:30:00,12,0,12,0,0,0
1000008266,11:40:00,42,14,42,14,0,0
1000008266,11:50:00,42,10,36,9,6,2
1000008266,12:00:00,24,4,24,4,0,0
1000008266,12:10:00,48,10,48,10,0,0
1000008266,12:20:00,30,6,30,6,0,0
1000008266,12:30:00,30,8,30,8,0,0
1000008266,12:40:00,36,5,18,3,18,4
1000008266,12:50:00,42,14,30,10,12,4
1000008266,13:00:00,24,3,18,2,6,1
1000008266,13:10:00,30,6,12,3,18,3
1000008266,13:20:00,24,6,18,5,6,1
1000008266,13:30:00,60,7,54,7,6,2
1000008266,13:40:00,30,6,24,4,6,1
1000008266,13:50:00,24,6,18,4,6,2
1000008266,14:00:00,24,7,24,7,0,0
1000008266,14:10:00,36,10,30,9,6,1
1000008266,14:20:00,30,8,24,6,6,2
1000008266,14:30:00,12,3,6,2,6,1
1000008266,14:40:00,24,8,18,7,6,3
1000008266,14:50:00,6,2,6,2,0,0
1000008266,15:00:00,12,3,12,3,0,0
1000008266,15:10:00,12,6,6,3,6,3
1000008266,15:20:00,30,7,30,7,0,0
1000008266,15:30:00,18,2,18,2,0,0
1000008266,15:40:00,24,6,24,6,0,0
1000008266,15:50:00,24,3,24,3,0,0
1000008266,16:00:00,24,4,24,4,0,0
1000008266,16:10:00,48,11,48,11,0,0
1000008266,16:20:00,18,3,18,3,0,0
1000008266,16:30:00,30,9,24,6,6,3
1000008266,16:40:00,30,9,30,9,0,0
1000008266,16:50:00,18,10,18,10,0,0
1000008266,17:00:00,24,7,12,3,12,4
1000008266,17:10:00,24,6,24,6,0,0
1000008266,17:20:00,12,4,12,4,0,0
1000008266,17:30:00,36,12,36,12,0,0
1000008266,17:40:00,12,5,12,5,0,0
1000008266,17:50:00,36,8,36,8,0,0
1000008266,18:00:00,18,4,18,4,0,0
1000008266,18:10:00,12,4,12,4,0,0
1000008266,18:20:00,24,8,24,8,0,0
1000008266,18:30:00,12,3,12,3,0,0
1000008266,18:40:00,12,4,12,4,0,0
1000008266,18:50:00,6,2,6,2,0,0
1000008266,19:00:00,30,8,30,8,0,0
1000008266,19:10:00,6,2,6,2,0,0
1000008266,19:20:00,6,2,6,2,0,0
1000008266,19:30:00,6,3,6,3,0,0
1000008266,19:40:00,0,0,0,0,0,0
1000008266,19:50:00,6,1,6,1,0,0
1000008266,20:00:00,30,9,30,9,0,0
1000008266,20:10:00,36,6,36,6,0,0
1000008266,20:20:00,6,1,0,0,6,1
1000008266,20:30:00,12,5,12,5,0,0
1000008266,20:40:00,6,0,6,0,0,0
1000008266,20:50:00,0,0,0,0,0,0
1000008266,21:00:00,12,4,12,4,0,0
1000008266,21:10:00,0,0,0,0,0,0
1000008266,21:20:00,18,4,18,4,0,0
1000008266,21:30:00,12,3,12,3,0,0
1000008266,21:40:00,24,4,24,4,0,0
1000008266,21:50:00,6,3,6,3,0,0
1000008266,22:00:00,18,6,18,6,0,0
1000008266,22:10:00,6,2,6,2,0,0
1000008266,22:20:00,6,3,6,3,0,0
1000008266,22:30:00,6,2,6,2,0,0
1000008266,22:40:00,0,0,0,0,0,0
1000008266,22:50:00,0,0,0,0,0,0
1000008266,23:00:00,0,0,0,0,0,0
1000008266,23:10:00,0,0,0,0,0,0
1000008266,23:20:00,6,3,6,3,0,0
1000008266,23:30:00,12,3,12,3,0,0
1000008266,23:40:00,0,0,0,0,0,0
1000008266,23:50:00,0,0,0,0,0,0
1000008268,00:00:00,0,0,0,0,0,0
1000008268,00:10:00,0,0,0,0,0,0
1000008268,00:20:00,12,3,12,3,0,0
1000008268,00:30:00,0,0,0,0,0,0
1000008268,00:40:00,0,0,0,0,0,0
1000008268,00:50:00,6,2,6,2,0,0
1000008268,01:00:00,6,2,6,2,0,0
1000008268,01:10:00,0,0,0,0,0,0
1000008268,01:20:00,0,0,0,0,0,0
1000008268,01:30:00,6,2,6,2,0,0
1000008268,01:40:00,0,0,0,0,0,0
1000008268,01:50:00,0,0,0,0,0,0
1000008268,02:00:00,0,0,0,0,0,0
1000008268,02:10:00,0,0,0,0,0,0
1000008268,02:20:00,0,0,0,0,0,0
1000008268,02:30:00,0,0,0,0,0,0
1000008268,02:40:00,0,0,0,0,0,0
1000008268,02:50:00,0,0,0,0,0,0
1000008268,03:00:00,0,0,0,0,0,0
1000008268,03:10:00,0,0,0,0,0,0
1000008268,03:20:00,0,0,0,0,0,0
1000008268,03:30:00,0,0,0,0,0,0
1000008268,03:40:00,0,0,0,0,0,0
1000008268,03:50:00,0,0,0,0,0,0
1000008268,04:00:00,0,0,0,0,0,0
1000008268,04:10:00,0,0,0,0,0,0
1000008268,04:20:00,6,2,6,2,0,0
1000008268,04:30:00,6,2,6,2,0,0
1000008268,04:40:00,0,0,0,0,0,0
1000008268,04:50:00,6,2,6,2,0,0
1000008268,05:00:00,0,0,0,0,0,0
1000008268,05:10:00,6,2,6,2,0,0
1000008268,05:20:00,0,0,0,0,0,0
1000008268,05:30:00,0,0,0,0,0,0
1000008268,05:40:00,0,0,0,0,0,0
1000008268,05:50:00,12,6,6,3,6,3
1000008268,06:00:00,0,0,0,0,0,0
1000008268,06:10:00,0,0,0,0,0,0
1000008268,06:20:00,6,2,6,2,0,0
1000008268,06:30:00,6,2,0,0,6,2
1000008268,06:40:00,12,7,12,7,0,0
1000008268,06:50:00,12,4,6,2,6,2
1000008268,07:00:00,12,5,12,5,0,0
1000008268,07:10:00,0,0,0,0,0,0
1000008268,07:20:00,12,4,6,3,6,1
1000008268,07:30:00,12,6,12,6,0,0
1000008268,07:40:00,0,0,0,0,0,0
1000008268,07:50:00,12,3,12,3,0,0
1000008268,08:00:00,0,0,0,0,0,0
1000008268,08:10:00,18,6,6,2,12,3
1000008268,08:20:00,6,2,0,0,6,2
1000008268,08:30:00,12,5,12,5,0,0
1000008268,08:40:00,6,2,6,2,0,0
1000008268,08:50:00,12,6,6,4,6,2
1000008268,09:00:00,0,0,0,0,0,0
1000008268,09:10:00,24,3,18,3,6,2
1000008268,09:20:00,6,2,6,2,0,0
1000008268,09:30:00,24,6,12,2,12,4
1000008268,09:40:00,6,2,6,2,0,0
1000008268,09:50:00,30,5,24,5,6,2
1000008268,10:00:00,36,8,30,7,6,2
1000008268,10:10:00,12,4,12,4,0,0
1000008268,10:20:00,18,6,12,5,6,1
1000008268,10:30:00,24,6,18,4,6,2
1000008268,10:40:00,6,2,6,2,0,0
1000008268,10:50:00,18,4,6,2,12,3
1000008268,11:00:00,12,5,6,4,6,1
1000008268,11:10:00,24,8,24,8,0,0
1000008268,11:20:00,24,6,18,4,6,1
1000008268,11:30:00,12,2,12,2,0,0
1000008268,11:40:00,24,5,24,5,0,0
1000008268,11:50:00,18,6,18,6,0,0
1000008268,12:00:00,12,6,6,4,6,1
1000008268,12:10:00,18,4,18,4,0,0
1000008268,12:20:00,30,5,24,5,6,2
1000008268,12:30:00,12,2,12,2,0,0
1000008268,12:40:00,42,8,30,6,12,3
1000008268,12:50:00,36,8,36,8,0,0
1000008268,13:00:00,18,5,12,4,6,1
1000008268,13:10:00,30,5,18,3,12,3
1000008268,13:20:00,36,8,36,8,0,0
1000008268,13:30:00,60,10,54,10,6,1
1000008268,13:40:00,18,6,18,6,0,0
1000008268,13:50:00,30,8,24,5,6,3
1000008268,14:00:00,42,11,30,8,12,4
1000008268,14:10:00,30,5,12,2,18,4
1000008268,14:20:00,24,8,24,8,0,0
1000008268,14:30:00,42,7,36,7,6,1
1000008268,14:40:00,12,3,12,3,0,0
1000008268,14:50:00,0,0,0,0,0,0
1000008268,15:00:00,18,4,12,3,6,1
1000008268,15:10:00,42,9,42,9,0,0
1000008268,15:20:00,24,7,18,5,6,2
1000008268,15:30:00,36,10,30,11,6,1
1000008268,15:40:00,36,8,30,8,6,2
1000008268,15:50:00,24,8,18,6,6,1
1000008268,16:00:00,18,5,12,3,6,2
1000008268,16:10:00,60,16,48,13,12,5
1000008268,16:20:00,30,6,24,5,6,2
1000008268,16:30:00,30,9,30,9,0,0
1000008268,16:40:00,42,10,42,10,0,0
1000008268,16:50:00,48,9,24,4,24,5
1000008268,17:00:00,48,10,42,10,6,1
1000008268,17:10:00,12,4,12,4,0,0
1000008268,17:20:00,30,7,24,6,6,2
1000008268,17:30:00,36,7,24,4,12,5
1000008268,17:40:00,18,5,18,5,0,0
1000008268,17:50:00,30,3,24,4,6,1
1000008268,18:00:00,36,10,24,8,12,3
1000008268,18:10:00,24,9,12,4,12,5
1000008268,18:20:00,18,3,18,3,0,0
1000008268,18:30:00,30,7,30,7,0,0
1000008268,18:40:00,6,2,6,2,0,0
1000008268,18:50:00,18,7,18,7,0,0
1000008268,19:00:00,18,7,18,7,0,0
1000008268,19:10:00,24,6,18,4,6,2
1000008268,19:20:00,12,3,12,3,0,0
1000008268,19:30:00,6,2,6,2,0,0
1000008268,19:40:00,30,6,24,6,6,3
1000008268,19:50:00,6,0,6,0,0,0
1000008268,20:00:00,12,4,6,2,6,2
1000008268,20:10:00,18,3,18,3,0,0
1000008268,20:20:00,18,8,18,8,0,0
1000008268,20:30:00,18,5,6,1,12,4
1000008268,20:40:00,0,0,0,0,0,0
1000008268,20:50:00,6,3,6,3,0,0
1000008268,21:00:00,12,5,12,5,0,0
1000008268,21:10:00,6,2,6,2,0,0
1000008268,21:20:00,0,0,0,0,0,0
1000008268,21:30:00,6,1,6,1,0,0
1000008268,21:40:00,12,3,12,3,0,0
1000008268,21:50:00,0,0,0,0,0,0
1000008268,22:00:00,24,8,24,8,0,0
1000008268,22:10:00,18,3,18,3,0,0
1000008268,22:20:00,0,0,0,0,0,0
1000008268,22:30:00,12,4,12,4,0,0
1000008268,22:40:00,18,5,18,5,0,0
1000008268,22:50:00,12,4,12,4,0,0
1000008268,23:00:00,6,2,6,2,0,0
1000008268,23:10:00,0,0,0,0,0,0
1000008268,23:20:00,6,2,6,2,0,0
1000008268,23:30:00,6,2,6,2,0,0
1000008268,23:40:00,0,0,0,0,0,0
1000008268,23:50:00,0,0,0,0,0,0
1000008272,00:00:00,0,0,0,0,0,0
1000008272,00:10:00,0,0,0,0,0,0
1000008272,00:20:00,6,4,6,4,0,0
1000008272,00:30:00,0,0,0,0,0,0
1000008272,00:40:00,0,0,0,0,0,0
1000008272,00:50:00,0,0,0,0,0,0
1000008272,01:00:00,0,0,0,0,0,0
1000008272,01:10:00,0,0,0,0,0,0
1000008272,01:20:00,0,0,0,0,0,0
1000008272,01:30:00,0,0,0,0,0,0
1000008272,01:40:00,0,0,0,0,0,0
1000008272,01:50:00,0,0,0,0,0,0
1000008272,02:00:00,0,0,0,0,0,0
1000008272,02:10:00,0,0,0,0,0,0
1000008272,02:20:00,0,0,0,0,0,0
1000008272,02:30:00,0,0,0,0,0,0
1000008272,02:40:00,0,0,0,0,0,0
1000008272,02:50:00,0,0,0,0,0,0
1000008272,03:00:00,0,0,0,0,0,0
1000008272,03:10:00,0,0,0,0,0,0
1000008272,03:20:00,0,0,0,0,0,0
1000008272,03:30:00,0,0,0,0,0,0
1000008272,03:40:00,0,0,0,0,0,0
1000008272,03:50:00,0,0,0,0,0,0
1000008272,04:00:00,0,0,0,0,0,0
1000008272,04:10:00,0,0,0,0,0,0
1000008272,04:20:00,0,0,0,0,0,0
1000008272,04:30:00,0,0,0,0,0,0
1000008272,04:40:00,0,0,0,0,0,0
1000008272,04:50:00,0,0,0,0,0,0
1000008272,05:00:00,0,0,0,0,0,0
1000008272,05:10:00,0,0,0,0,0,0
1000008272,05:20:00,6,4,0,0,6,4
1000008272,05:30:00,0,0,0,0,0,0
1000008272,05:40:00,6,3,6,3,0,0
1000008272,05:50:00,6,14,6,14,0,0
1000008272,06:00:00,0,0,0,0,0,0
1000008272,06:10:00,0,0,0,0,0,0
1000008272,06:20:00,0,0,0,0,0,0
1000008272,06:30:00,6,4,6,4,0,0
1000008272,06:40:00,6,3,6,3,0,0
1000008272,06:50:00,0,0,0,0,0,0
1000008272,07:00:00,0,0,0,0,0,0
1000008272,07:10:00,0,0,0,0,0,0
1000008272,07:20:00,6,3,6,3,0,0
1000008272,07:30:00,0,0,0,0,0,0
1000008272,07:40:00,0,0,0,0,0,0
1000008272,07:50:00,24,15,24,15,0,0
1000008272,08:00:00,6,3,6,3,0,0
1000008272,08:10:00,6,3,6,3,0,0
1000008272,08:20:00,6,1,6,1,0,0
1000008272,08:30:00,30,16,30,16,0,0
1000008272,08:40:00,30,11,30,11,0,0
1000008272,08:50:00,12,6,6,3,6,3
1000008272,09:00:00,12,6,12,6,0,0
1000008272,09:10:00,12,6,12,6,0,0
1000008272,09:20:00,24,8,24,8,0,0
1000008272,09:30:00,66,12,54,7,12,5
1000008272,09:40:00,6,4,6,4,0,0
1000008272,09:50:00,7,3,0,0,7,3
1000008272,10:00:00,24,6,18,3,6,3
1000008272,10:10:00,24,19,24,19,0,0
1000008272,10:20:00,6,2,6,2,0,0
1000008272,10:30:00,18,8,18,8,0,0
1000008272,10:40:00,12,4,12,4,0,0
1000008272,10:50:00,6,2,6,2,0,0
1000008272,11:00:00,0,0,0,0,0,0
1000008272,11:10:00,24,8,24,8,0,0
1000008272,11:20:00,24,10,24,10,0,0
1000008272,11:30:00,12,5,12,5,0,0
1000008272,11:40:00,30,7,30,7,0,0
1000008272,11:50:00,18,10,18,10,0,0
1000008272,12:00:00,12,5,12,5,0,0
1000008272,12:10:00,24,7,24,7,0,0
1000008272,12:20:00,36,10,36,10,0,0
1000008272,12:30:00,12,12,12,12,0,0
1000008272,12:40:00,12,3,12,3,0,0
1000008272,12:50:00,42,10,36,9,6,3
1000008272,13:00:00,6,5,6,5,0,0
1000008272,13:10:00,12,5,6,3,6,2
1000008272,13:20:00,18,3,18,3,0,0
1000008272,13:30:00,12,7,6,3,6,4
1000008272,13:40:00,24,12,12,8,12,4
1000008272,13:50:00,6,3,6,3,0,0
1000008272,14:00:00,30,6,30,6,0,0
1000008272,14:10:00,6,2,6,2,0,0
1000008272,14:20:00,12,6,12,6,0,0
1000008272,14:30:00,24,8,24,8,0,0
1000008272,14:40:00,6,2,6,2,0,0
1000008272,14:50:00,18,8,18,8,0,0
1000008272,15:00:00,18,8,12,8,6,2
1000008272,15:10:00,12,5,12,5,0,0
1000008272,15:20:00,30,12,18,8,12,6
1000008272,15:30:00,18,7,18,7,0,0
1000008272,15:40:00,30,12,30,12,0,0
1000008272,15:50:00,42,11,36,11,6,2
1000008272,16:00:00,24,9,24,9,0,0
1000008272,16:10:00,18,7,12,6,6,1
1000008272,16:20:00,6,2,6,2,0,0
1000008272,16:30:00,18,8,18,8,0,0
1000008272,16:40:00,30,10,30,10,0,0
1000008272,16:50:00,18,6,12,4,6,2
1000008272,17:00:00,6,5,6,5,0,0
1000008272,17:10:00,12,5,12,5,0,0
1000008272,17:20:00,18,4,18,4,0,0
1000008272,17:30:00,12,6,12,6,0,0
1000008272,17:40:00,18,4,18,4,0,0
1000008272,17:50:00,0,0,0,0,0,0
1000008272,18:00:00,6,2,6,2,0,0
1000008272,18:10:00,6,2,6,2,0,0
1000008272,18:20:00,6,2,6,2,0,0
1000008272,18:30:00,18,7,18,7,0,0
1000008272,18:40:00,24,11,18,6,6,6
1000008272,18:50:00,12,6,12,6,0,0
1000008272,19:00:00,12,7,12,7,0,0
1000008272,19:10:00,6,3,6,3,0,0
1000008272,19:20:00,12,6,6,3,6,3
1000008272,19:30:00,18,10,18,10,0,0
1000008272,19:40:00,6,8,6,8,0,0
1000008272,19:50:00,6,3,0,0,6,3
1000008272,20:00:00,6,2,6,2,0,0
1000008272,20:10:00,6,2,6,2,0,0
1000008272,20:20:00,6,3,6,3,0,0
1000008272,20:30:00,12,6,12,6,0,0
1000008272,20:40:00,6,3,6,3,0,0
1000008272,20:50:00,6,5,6,5,0,0
1000008272,21:00:00,0,0,0,0,0,0
1000008272,21:10:00,0,0,0,0,0,0
1000008272,21:20:00,6,3,6,3,0,0
1000008272,21:30:00,18,6,18,6,0,0
1000008272,21:40:00,12,7,12,7,0,0
1000008272,21:50:00,0,0,0,0,0,0
1000008272,22:00:00,0,0,0,0,0,0
1000008272,22:10:00,0,0,0,0,0,0
1000008272,22:20:00,0,0,0,0,0,0
1000008272,22:30:00,0,0,0,0,0,0
1000008272,22:40:00,12,6,12,6,0,0
1000008272,22:50:00,0,0,0,0,0,0
1000008272,23:00:00,6,4,6,4,0,0
1000008272,23:10:00,0,0,0,0,0,0
1000008272,23:20:00,0,0,0,0,0,0
1000008272,23:30:00,0,0,0,0,0,0
1000008272,23:40:00,0,0,0,0,0,0
1000008272,23:50:00,0,0,0,0,0,0
1000008274,00:00:00,0,0,0,0,0,0
1000008274,00:10:00,0,0,0,0,0,0
1000008274,00:20:00,0,0,0,0,0,0
1000008274,00:30:00,0,0,0,0,0,0
1000008274,00:40:00,0,0,0,0,0,0
1000008274,00:50:00,0,0,0,0,0,0
1000008274,01:00:00,0,0,0,0,0,0
1000008274,01:10:00,0,0,0,0,0,0
1000008274,01:20:00,0,0,0,0,0,0
1000008274,01:30:00,0,0,0,0,0,0
1000008274,01:40:00,0,0,0,0,0,0
1000008274,01:50:00,0,0,0,0,0,0
1000008274,02:00:00,0,0,0,0,0,0
1000008274,02:10:00,0,0,0,0,0,0
1000008274,02:20:00,0,0,0,0,0,0
1000008274,02:30:00,6,7,6,7,0,0
1000008274,02:40:00,0,0,0,0,0,0
1000008274,02:50:00,0,0,0,0,0,0
1000008274,03:00:00,0,0,0,0,0,0
1000008274,03:10:00,0,0,0,0,0,0
1000008274,03:20:00,0,0,0,0,0,0
1000008274,03:30:00,0,0,0,0,0,0
1000008274,03:40:00,0,0,0,0,0,0
1000008274,03:50:00,0,0,0,0,0,0
1000008274,04:00:00,0,0,0,0,0,0
1000008274,04:10:00,0,0,0,0,0,0
1000008274,04:20:00,12,5,12,5,0,0
1000008274,04:30:00,0,0,0,0,0,0
1000008274,04:40:00,0,0,0,0,0,0
