#DETEKTREF,INT_BEGIN,Q_KFZ,V_KFZ,Q_PKW,V_PKW,Q_LKW,V_LKW
1000008290,00:00:00,168,49,150,49,18,17
1000008290,00:10:00,126,57,120,57,6,7
1000008290,00:20:00,102,48,102,48,0,0
1000008290,00:30:00,120,64,108,64,12,12
1000008290,00:40:00,84,40,72,42,12,9
1000008290,00:50:00,90,55,84,56,6,3
1000008290,01:00:00,96,48,96,48,0,0
1000008290,01:10:00,84,54,84,54,0,0
1000008290,01:20:00,84,47,78,48,6,3
1000008290,01:30:00,60,28,60,28,0,0
1000008290,01:40:00,66,54,60,50,6,4
1000008290,01:50:00,48,37,42,36,6,8
1000008290,02:00:00,42,39,36,31,6,8
1000008290,02:10:00,36,24,24,23,12,6
1000008290,02:20:00,48,36,42,32,6,4
1000008290,02:30:00,84,48,78,50,6,3
1000008290,02:40:00,72,57,66,53,6,4
1000008290,02:50:00,72,48,66,42,6,5
1000008290,03:00:00,60,34,42,32,18,12
1000008290,03:10:00,66,56,48,48,18,16
1000008290,03:20:00,60,40,54,33,6,7
1000008290,03:30:00,54,21,48,21,6,4
1000008290,03:40:00,66,39,66,39,0,0
1000008290,03:50:00,48,41,36,38,12,10
1000008290,04:00:00,72,48,60,44,12,10
1000008290,04:10:00,72,34,54,29,18,12
1000008290,04:20:00,126,55,120,55,6,6
1000008290,04:30:00,72,41,48,40,24,22
1000008290,04:40:00,90,48,60,41,30,13
1000008290,04:50:00,36,30,18,18,18,12
1000008290,05:00:00,156,50,108,51,48,40
1000008290,05:10:00,120,55,90,58,30,15
1000008290,05:20:00,210,57,198,58,12,9
1000008290,05:30:00,198,58,180,59,18,11
1000008290,05:40:00,222,51,186,51,36,26
1000008290,05:50:00,228,45,162,47,66,21
1000008290,06:00:00,264,47,222,49,42,19
1000008290,06:10:00,300,50,288,50,12,5
1000008290,06:20:00,360,42,300,43,60,25
1000008290,06:30:00,372,51,318,52,54,21
1000008290,06:40:00,420,48,348,44,72,35
1000008290,06:50:00,480,49,426,50,54,30
1000008290,07:00:00,288,52,258,49,30,15
1000008290,07:10:00,432,52,366,54,66,37
1000008290,07:20:00,426,46,354,47,72,32
1000008290,07:30:00,456,43,396,44,60,27
1000008290,07:40:00,606,51,558,51,48,25
1000008290,07:50:00,528,51,450,52,78,27
1000008290,08:00:00,456,50,396,47,60,27
1000008290,08:10:00,552,52,480,52,72,41
1000008290,08:20:00,504,54,444,56,60,23
1000008290,08:30:00,522,52,462,53,60,29
1000008290,08:40:00,528,50,438,52,90,41
1000008290,08:50:00,498,50,426,51,72,32
1000008290,09:00:00,480,52,450,52,30,13
1000008290,09:10:00,450,50,390,50,60,30
1000008290,09:20:00,510,49,438,51,72,30
1000008290,09:30:00,330,54,276,56,54,25
1000008290,09:40:00,510,50,432,51,78,31
1000008290,09:50:00,402,51,354,52,48,27
1000008290,10:00:00,426,49,354,49,72,26
1000008290,10:10:00,474,51,408,51,66,33
1000008290,10:20:00,456,53,414,53,42,23
1000008290,10:30:00,486,53,408,54,78,27
1000008290,10:40:00,516,50,444,51,72,25
1000008290,10:50:00,396,51,318,54,78,29
1000008290,11:00:00,546,54,474,56,72,36
1000008290,11:10:00,618,50,546,52,72,35
1000008290,11:20:00,654,50,540,51,114,40
1000008290,11:30:00,606,50,534,51,72,35
1000008290,11:40:00,702,49,630,50,72,29
1000008290,11:50:00,684,53,624,53,60,35
1000008290,12:00:00,534,52,474,53,60,28
1000008290,12:10:00,708,52,642,53,66,38
1000008290,12:20:00,672,53,612,54,60,35
1000008290,12:30:00,672,50,618,51,54,29
1000008290,12:40:00,732,50,672,52,60,30
1000008290,12:50:00,726,51,684,52,42,24
1000008290,13:00:00,624,56,552,58,72,36
1000008290,13:10:00,750,50,666,50,84,37
1000008290,13:20:00,792,48,732,49,60,27
1000008290,13:30:00,672,52,606,52,66,36
1000008290,13:40:00,732,50,630,52,102,28
1000008290,13:50:00,660,55,594,56,66,24
1000008290,14:00:00,630,51,546,52,84,26
1000008290,14:10:00,816,48,708,49,108,39
1000008290,14:20:00,702,49,654,49,48,30
1000008290,14:30:00,804,53,738,54,66,32
1000008290,14:40:00,714,56,660,57,54,29
1000008290,14:50:00,786,56,726,57,60,34
1000008290,15:00:00,756,56,708,56,48,30
1000008290,15:10:00,810,54,732,56,78,28
1000008290,15:20:00,804,55,744,55,60,32
1000008290,15:30:00,960,53,882,54,78,34
1000008290,15:40:00,996,52,942,53,54,32
1000008290,15:50:00,810,57,744,58,66,34
1000008290,16:00:00,834,56,786,57,48,16
1000008290,16:10:00,1020,55,954,56,66,20
1000008290,16:20:00,1116,51,1056,51,60,30
1000008290,16:30:00,972,55,912,56,60,31
1000008290,16:40:00,786,56,756,57,30,14
1000008290,16:50:00,1122,52,1056,53,66,34
1000008290,17:00:00,966,55,924,55,42,21
1000008290,17:10:00,1044,55,984,55,60,26
1000008290,17:20:00,1050,54,978,55,72,34
1000008290,17:30:00,1050,55,978,56,72,32
1000008290,17:40:00,864,56,816,56,48,30
1000008290,17:50:00,870,57,834,57,36,19
1000008290,18:00:00,912,57,870,58,42,23
1000008290,18:10:00,996,55,930,56,66,26
1000008290,18:20:00,732,58,714,58,18,14
1000008290,18:30:00,786,55,744,56,42,12
1000008290,18:40:00,672,58,612,59,60,42
1000008290,18:50:00,690,58,648,58,42,25
1000008290,19:00:00,846,51,828,51,18,10
1000008290,19:10:00,732,51,696,52,36,20
1000008290,19:20:00,630,53,570,54,60,33
1000008290,19:30:00,630,55,618,55,12,12
1000008290,19:40:00,474,56,444,57,30,24
1000008290,19:50:00,570,54,552,54,18,9
1000008290,20:00:00,516,55,498,55,18,13
1000008290,20:10:00,462,56,444,56,18,15
1000008290,20:20:00,450,56,432,56,18,12
1000008290,20:30:00,366,56,342,57,24,18
1000008290,20:40:00,420,58,408,58,12,12
1000008290,20:50:00,366,60,366,60,0,0
1000008290,21:00:00,348,58,342,58,6,6
1000008290,21:10:00,492,59,462,60,30,30
1000008290,21:20:00,420,58,402,58,18,16
1000008290,21:30:00,378,53,348,54,30,18
1000008290,21:40:00,402,58,372,59,30,22
1000008290,21:50:00,372,58,360,58,12,11
1000008290,22:00:00,402,55,396,55,6,5
1000008290,22:10:00,408,56,402,55,6,5
1000008290,22:20:00,438,55,420,55,18,11
1000008290,22:30:00,354,56,354,56,0,0
1000008290,22:40:00,360,60,354,60,6,2
1000008290,22:50:00,306,52,300,52,6,4
1000008290,23:00:00,240,59,234,60,6,5
1000008290,23:10:00,270,55,270,55,0,0
1000008290,23:20:00,210,58,198,59,12,7
1000008290,23:30:00,198,55,192,55,6,5
1000008290,23:40:00,180,49,168,50,12,8
1000008290,23:50:00,216,61,204,62,12,9
1000008292,00:00:00,138,68,138,68,0,0
1000008292,00:10:00,78,57,78,57,0,0
1000008292,00:20:00,84,46,84,46,0,0
1000008292,00:30:00,78,53,78,53,0,0
1000008292,00:40:00,72,51,72,51,0,0
1000008292,00:50:00,36,26,36,26,0,0
1000008292,01:00:00,66,45,66,45,0,0
1000008292,01:10:00,42,23,42,23,0,0
1000008292,01:20:00,48,31,48,31,0,0
1000008292,01:30:00,24,30,24,30,0,0
1000008292,01:40:00,42,48,42,48,0,0
1000008292,01:50:00,54,38,48,37,6,8
1000008292,02:00:00,12,13,12,13,0,0
1000008292,02:10:00,54,32,54,32,0,0
1000008292,02:20:00,18,18,12,14,6,4
1000008292,02:30:00,24,22,24,22,0,0
1000008292,02:40:00,42,25,42,25,0,0
1000008292,02:50:00,24,19,24,19,0,0
1000008292,03:00:00,18,21,18,21,0,0
1000008292,03:10:00,30,26,30,26,0,0
1000008292,03:20:00,6,6,6,6,0,0
1000008292,03:30:00,6,6,6,6,0,0
1000008292,03:40:00,12,11,12,11,0,0
1000008292,03:50:00,30,29,30,29,0,0
1000008292,04:00:00,30,27,18,14,12,13
1000008292,04:10:00,54,34,48,34,6,7
1000008292,04:20:00,30,23,18,15,12,8
1000008292,04:30:00,36,40,36,40,0,0
1000008292,04:40:00,42,30,30,23,12,14
1000008292,04:50:00,60,32,54,34,6,3
1000008292,05:00:00,108,56,96,49,12,15
1000008292,05:10:00,54,27,48,19,6,8
1000008292,05:20:00,174,49,174,49,0,0
1000008292,05:30:00,180,61,180,61,0,0
1000008292,05:40:00,240,63,234,62,6,7
1000008292,05:50:00,210,55,198,55,12,10
1000008292,06:00:00,198,35,198,35,0,0
1000008292,06:10:00,264,60,258,61,6,4
1000008292,06:20:00,360,45,342,45,18,20
1000008292,06:30:00,378,51,366,51,12,11
1000008292,06:40:00,552,56,540,56,12,12
1000008292,06:50:00,522,48,498,48,24,20
1000008292,07:00:00,378,50,360,50,18,6
1000008292,07:10:00,516,47,504,47,12,11
1000008292,07:20:00,564,52,564,52,0,0
1000008292,07:30:00,642,41,636,41,6,5
1000008292,07:40:00,684,49,672,49,12,5
1000008292,07:50:00,702,52,690,52,12,12
1000008292,08:00:00,600,48,594,48,6,5
1000008292,08:10:00,714,50,708,50,6,6
1000008292,08:20:00,630,53,600,50,30,13
1000008292,08:30:00,624,57,618,57,6,6
1000008292,08:40:00,714,57,678,57,36,27
1000008292,08:50:00,636,57,594,58,42,26
1000008292,09:00:00,612,59,600,59,12,12
1000008292,09:10:00,570,55,546,55,24,21
1000008292,09:20:00,564,55,546,56,18,16
1000008292,09:30:00,420,61,396,61,24,16
1000008292,09:40:00,552,56,522,56,30,23
1000008292,09:50:00,492,56,492,56,0,0
1000008292,10:00:00,582,58,570,58,12,14
1000008292,10:10:00,510,56,492,56,18,16
1000008292,10:20:00,492,56,480,56,12,12
1000008292,10:30:00,516,56,504,56,12,11
1000008292,10:40:00,684,56,648,56,36,28
1000008292,10:50:00,516,61,510,61,6,6
1000008292,11:00:00,642,59,612,59,30,22
1000008292,11:10:00,672,57,642,57,30,15
1000008292,11:20:00,744,57,732,57,12,12
1000008292,11:30:00,696,57,678,57,18,17
1000008292,11:40:00,816,55,798,55,18,16
1000008292,11:50:00,756,56,732,56,24,16
1000008292,12:00:00,690,59,690,59,0,0
1000008292,12:10:00,768,57,750,57,18,16
1000008292,12:20:00,678,56,630,56,48,31
1000008292,12:30:00,732,58,702,58,30,16
1000008292,12:40:00,864,55,852,55,12,9
1000008292,12:50:00,804,57,786,57,18,16
1000008292,13:00:00,882,57,834,57,48,37
1000008292,13:10:00,936,54,924,54,12,10
1000008292,13:20:00,900,52,882,52,18,15
1000008292,13:30:00,726,57,702,58,24,15
1000008292,13:40:00,996,56,954,56,42,27
1000008292,13:50:00,828,60,822,60,6,5
1000008292,14:00:00,876,56,834,56,42,31
1000008292,14:10:00,1086,53,1038,53,48,16
1000008292,14:20:00,822,56,786,56,36,18
1000008292,14:30:00,1002,58,972,58,30,24
1000008292,14:40:00,864,63,858,63,6,6
1000008292,14:50:00,936,60,918,60,18,17
1000008292,15:00:00,876,56,846,56,30,17
1000008292,15:10:00,1158,61,1134,61,24,22
1000008292,15:20:00,1008,60,978,60,30,30
1000008292,15:30:00,1164,58,1110,58,54,28
1000008292,15:40:00,1200,56,1158,56,42,25
1000008292,15:50:00,1050,62,1026,62,24,18
1000008292,16:00:00,1074,60,1056,60,18,18
1000008292,16:10:00,1284,57,1260,57,24,20
1000008292,16:20:00,1278,54,1248,54,30,24
1000008292,16:30:00,1224,57,1188,57,36,22
1000008292,16:40:00,1056,61,1050,61,6,6
1000008292,16:50:00,1356,54,1308,54,48,29
1000008292,17:00:00,1122,57,1098,57,24,20
1000008292,17:10:00,1308,57,1290,57,18,19
1000008292,17:20:00,1266,57,1248,57,18,17
1000008292,17:30:00,1188,58,1182,58,6,6
1000008292,17:40:00,1074,59,1062,59,12,10
1000008292,17:50:00,1044,60,1032,60,12,5
1000008292,18:00:00,990,58,978,59,12,7
1000008292,18:10:00,1218,58,1206,58,12,12
1000008292,18:20:00,966,60,948,60,18,12
1000008292,18:30:00,930,58,924,58,6,5
1000008292,18:40:00,810,64,804,64,6,5
1000008292,18:50:00,804,64,798,64,6,6
1000008292,19:00:00,840,56,822,56,18,9
1000008292,19:10:00,930,55,924,55,6,5
1000008292,19:20:00,780,56,780,56,0,0
1000008292,19:30:00,684,58,672,58,12,6
1000008292,19:40:00,522,61,516,61,6,6
1000008292,19:50:00,516,60,504,60,12,10
1000008292,20:00:00,564,62,558,62,6,5
1000008292,20:10:00,534,60,534,60,0,0
1000008292,20:20:00,558,62,546,62,12,13
1000008292,20:30:00,420,60,414,60,6,5
1000008292,20:40:00,480,64,480,64,0,0
1000008292,20:50:00,480,61,474,61,6,6
1000008292,21:00:00,444,57,438,57,6,4
1000008292,21:10:00,522,61,516,61,6,6
1000008292,21:20:00,456,59,456,59,0,0
1000008292,21:30:00,438,55,426,55,12,11
1000008292,21:40:00,420,62,414,62,6,6
1000008292,21:50:00,408,59,408,59,0,0
1000008292,22:00:00,402,59,396,59,6,8
1000008292,22:10:00,438,59,438,59,0,0
1000008292,22:20:00,468,59,462,59,6,6
1000008292,22:30:00,348,55,348,55,0,0
1000008292,22:40:00,360,61,360,61,0,0
1000008292,22:50:00,330,47,330,47,0,0
1000008292,23:00:00,234,62,228,62,6,7
1000008292,23:10:00,276,50,276,50,0,0
1000008292,23:20:00,210,58,204,59,6,5
1000008292,23:30:00,222,54,222,54,0,0
1000008292,23:40:00,126,47,126,47,0,0
1000008292,23:50:00,186,61,186,61,0,0
1000008296,00:00:00,90,37,84,36,6,7
1000008296,00:10:00,120,57,120,57,0,0
1000008296,00:20:00,108,54,108,54,0,0
1000008296,00:30:00,84,46,72,43,12,7
1000008296,00:40:00,96,50,84,50,12,12
1000008296,00:50:00,66,44,60,44,6,6
1000008296,01:00:00,42,23,42,23,0,0
1000008296,01:10:00,60,30,48,30,12,12
1000008296,01:20:00,78,54,78,54,0,0
1000008296,01:30:00,36,24,30,19,6,5
1000008296,01:40:00,36,28,36,28,0,0
1000008296,01:50:00,48,36,42,33,6,3
1000008296,02:00:00,24,19,24,19,0,0
1000008296,02:10:00,48,45,42,44,6,6
1000008296,02:20:00,30,25,30,25,0,0
1000008296,02:30:00,36,24,30,24,6,6
1000008296,02:40:00,30,22,24,16,6,6
1000008296,02:50:00,12,11,12,11,0,0
1000008296,03:00:00,36,23,30,23,6,6
1000008296,03:10:00,42,23,36,23,6,6
1000008296,03:20:00,42,23,36,23,6,6
1000008296,03:30:00,66,38,54,35,12,8
1000008296,03:40:00,66,50,66,50,0,0
1000008296,03:50:00,60,45,54,44,6,6
1000008296,04:00:00,54,42,36,30,18,16
1000008296,04:10:00,18,12,18,12,0,0
1000008296,04:20:00,84,53,72,55,12,4
1000008296,04:30:00,24,19,6,7,18,12
1000008296,04:40:00,90,42,60,44,30,22
1000008296,04:50:00,84,44,78,43,6,6
1000008296,05:00:00,120,58,96,59,24,17
1000008296,05:10:00,132,46,120,45,12,7
1000008296,05:20:00,252,54,192,55,60,34
1000008296,05:30:00,222,63,204,63,18,19
1000008296,05:40:00,318,60,306,60,12,12
1000008296,05:50:00,336,60,288,61,48,33
1000008296,06:00:00,432,56,390,58,42,22
1000008296,06:10:00,522,43,498,43,24,19
1000008296,06:20:00,606,51,564,51,42,27
1000008296,06:30:00,798,49,750,49,48,26
1000008296,06:40:00,858,49,762,50,96,38
1000008296,06:50:00,1002,48,906,48,96,36
1000008296,07:00:00,972,48,888,48,84,18
1000008296,07:10:00,1020,47,936,47,84,26
1000008296,07:20:00,1116,44,1032,44,84,36
1000008296,07:30:00,1128,40,1074,40,54,16
1000008296,07:40:00,1080,43,1014,43,66,35
1000008296,07:50:00,1026,47,954,47,72,29
1000008296,08:00:00,966,50,918,50,48,27
1000008296,08:10:00,972,51,900,51,72,27
1000008296,08:20:00,1002,49,894,50,108,33
1000008296,08:30:00,912,46,798,47,114,29
1000008296,08:40:00,912,50,852,51,60,26
1000008296,08:50:00,804,49,750,49,54,28
1000008296,09:00:00,744,49,648,50,96,37
1000008296,09:10:00,876,50,768,50,108,47
1000008296,09:20:00,804,46,696,47,108,34
1000008296,09:30:00,834,49,774,49,60,30
1000008296,09:40:00,732,51,666,52,66,36
1000008296,09:50:00,666,52,576,53,90,34
1000008296,10:00:00,714,51,582,53,132,35
1000008296,10:10:00,660,53,576,54,84,34
1000008296,10:20:00,678,53,594,54,84,34
1000008296,10:30:00,690,54,618,56,72,37
1000008296,10:40:00,618,51,552,52,66,18
1000008296,10:50:00,570,56,510,55,60,46
1000008296,11:00:00,696,54,606,55,90,38
1000008296,11:10:00,690,53,594,54,96,43
1000008296,11:20:00,558,54,516,54,42,25
1000008296,11:30:00,612,51,546,52,66,42
1000008296,11:40:00,606,53,504,55,102,34
1000008296,11:50:00,606,54,534,55,72,35
1000008296,12:00:00,714,52,612,54,102,37
1000008296,12:10:00,612,54,504,55,108,45
1000008296,12:20:00,702,52,648,52,54,30
1000008296,12:30:00,708,55,678,56,30,20
1000008296,12:40:00,666,55,612,55,54,27
1000008296,12:50:00,630,52,576,53,54,28
1000008296,13:00:00,618,51,570,52,48,26
1000008296,13:10:00,804,48,732,49,72,33
1000008296,13:20:00,756,52,684,52,72,27
1000008296,13:30:00,624,54,582,56,42,15
1000008296,13:40:00,732,53,660,53,72,32
1000008296,13:50:00,744,55,678,55,66,32
1000008296,14:00:00,690,53,636,54,54,28
1000008296,14:10:00,780,54,738,54,42,26
1000008296,14:20:00,756,53,678,54,78,27
1000008296,14:30:00,684,43,612,43,72,24
1000008296,14:40:00,654,42,600,42,54,22
1000008296,14:50:00,666,43,636,43,30,14
1000008296,15:00:00,624,42,558,43,66,18
1000008296,15:10:00,696,42,630,42,66,38
1000008296,15:20:00,732,43,666,44,66,18
1000008296,15:30:00,744,42,720,42,24,13
1000008296,15:40:00,702,44,654,44,48,18
1000008296,15:50:00,666,43,594,43,72,24
1000008296,16:00:00,738,42,702,43,36,16
1000008296,16:10:00,744,40,696,41,48,18
1000008296,16:20:00,870,41,804,41,66,21
1000008296,16:30:00,762,42,726,42,36,19
1000008296,16:40:00,870,41,828,41,42,15
1000008296,16:50:00,786,42,756,42,30,15
1000008296,17:00:00,810,42,744,42,66,25
1000008296,17:10:00,834,42,780,42,54,24
1000008296,17:20:00,846,43,798,43,48,21
1000008296,17:30:00,846,43,798,43,48,24
1000008296,17:40:00,792,44,750,44,42,23
1000008296,17:50:00,828,46,804,46,24,11
1000008296,18:00:00,840,41,762,40,78,30
1000008296,18:10:00,762,40,726,40,36,20
1000008296,18:20:00,702,44,672,44,30,14
1000008296,18:30:00,750,41,732,41,18,11
1000008296,18:40:00,888,46,876,46,12,7
1000008296,18:50:00,708,42,672,42,36,19
1000008296,19:00:00,924,51,900,51,24,13
1000008296,19:10:00,786,52,762,52,24,20
1000008296,19:20:00,666,56,660,56,6,6
1000008296,19:30:00,576,57,570,57,6,6
1000008296,19:40:00,444,59,438,59,6,3
1000008296,19:50:00,456,60,444,60,12,8
1000008296,20:00:00,402,58,396,58,6,6
1000008296,20:10:00,432,59,426,54,6,6
1000008296,20:20:00,408,58,390,58,18,7
1000008296,20:30:00,294,60,276,60,18,18
1000008296,20:40:00,330,61,318,61,12,11
1000008296,20:50:00,264,60,252,60,12,9
1000008296,21:00:00,330,51,318,51,12,12
1000008296,21:10:00,306,60,300,53,6,7
1000008296,21:20:00,336,60,330,60,6,6
1000008296,21:30:00,336,57,336,57,0,0
1000008296,21:40:00,228,59,222,60,6,5
1000008296,21:50:00,312,55,300,57,12,9
1000008296,22:00:00,276,52,270,52,6,2
1000008296,22:10:00,372,55,348,54,24,18
1000008296,22:20:00,264,58,252,58,12,10
1000008296,22:30:00,216,62,204,62,12,13
1000008296,22:40:00,216,57,210,58,6,4
1000008296,22:50:00,168,54,168,54,0,0
1000008296,23:00:00,186,48,180,48,6,6
1000008296,23:10:00,138,50,138,50,0,0
1000008296,23:20:00,240,56,234,56,6,6
1000008296,23:30:00,132,48,108,48,24,17
1000008296,23:40:00,108,55,108,55,0,0
1000008296,23:50:00,150,54,144,54,6,6
1000008298,00:00:00,90,47,78,48,12,6
1000008298,00:10:00,132,53,114,54,18,16
1000008298,00:20:00,114,37,108,38,6,6
1000008298,00:30:00,48,28,42,28,6,6
1000008298,00:40:00,108,48,102,48,6,6
1000008298,00:50:00,48,23,48,23,0,0
1000008298,01:00:00,42,28,36,28,6,6
1000008298,01:10:00,18,18,18,18,0,0
1000008298,01:20:00,54,40,54,40,0,0
1000008298,01:30:00,18,15,18,15,0,0
1000008298,01:40:00,24,22,18,20,6,3
1000008298,01:50:00,42,40,42,40,0,0
1000008298,02:00:00,18,13,18,13,0,0
1000008298,02:10:00,48,36,36,23,12,13
1000008298,02:20:00,24,25,24,25,0,0
1000008298,02:30:00,12,11,12,11,0,0
1000008298,02:40:00,18,16,18,16,0,0
1000008298,02:50:00,30,24,30,24,0,0
1000008298,03:00:00,42,28,42,28,0,0
1000008298,03:10:00,48,39,48,39,0,0
1000008298,03:20:00,36,24,24,18,12,11
1000008298,03:30:00,36,24,24,22,12,9
1000008298,03:40:00,60,29,48,28,12,12
1000008298,03:50:00,24,14,18,12,6,2
1000008298,04:00:00,12,13,12,13,0,0
1000008298,04:10:00,36,15,24,17,12,5
1000008298,04:20:00,36,22,30,21,6,6
1000008298,04:30:00,42,36,42,36,0,0
1000008298,04:40:00,84,41,84,41,0,0
1000008298,04:50:00,48,43,42,44,6,3
1000008298,05:00:00,138,53,114,58,24,10
1000008298,05:10:00,198,54,198,54,0,0
1000008298,05:20:00,228,48,198,48,30,18
1000008298,05:30:00,282,50,252,52,30,19
1000008298,05:40:00,372,59,354,60,18,14
1000008298,05:50:00,396,55,366,57,30,18
1000008298,06:00:00,378,56,378,56,0,0
1000008298,06:10:00,594,47,588,48,6,3
1000008298,06:20:00,666,53,630,54,36,20
1000008298,06:30:00,912,49,852,50,60,27
1000008298,06:40:00,960,52,942,52,18,15
1000008298,06:50:00,1122,51,1074,51,48,18
1000008298,07:00:00,1158,51,1122,52,36,21
1000008298,07:10:00,1206,49,1152,50,54,19
1000008298,07:20:00,1266,47,1182,48,84,29
1000008298,07:30:00,1344,44,1278,44,66,23
1000008298,07:40:00,1320,43,1254,43,66,26
1000008298,07:50:00,1284,47,1242,47,42,26
1000008298,08:00:00,1230,49,1170,49,60,38
1000008298,08:10:00,1242,51,1152,52,90,34
1000008298,08:20:00,1278,51,1218,52,60,25
1000008298,08:30:00,1074,47,1008,48,66,22
1000008298,08:40:00,1104,50,1008,50,96,37
1000008298,08:50:00,978,48,900,49,78,40
1000008298,09:00:00,1008,50,948,50,60,26
1000008298,09:10:00,954,51,894,52,60,23
1000008298,09:20:00,990,51,924,51,66,24
1000008298,09:30:00,1008,50,948,51,60,22
1000008298,09:40:00,828,52,756,54,72,21
1000008298,09:50:00,834,56,792,56,42,22
1000008298,10:00:00,846,56,804,57,42,25
1000008298,10:10:00,876,55,840,56,36,14
1000008298,10:20:00,768,56,738,56,30,19
1000008298,10:30:00,828,56,786,56,42,20
1000008298,10:40:00,690,56,666,57,24,14
1000008298,10:50:00,666,57,618,58,48,35
1000008298,11:00:00,714,56,660,57,54,32
1000008298,11:10:00,786,53,732,54,54,31
1000008298,11:20:00,762,54,708,56,54,22
1000008298,11:30:00,684,56,654,57,30,12
1000008298,11:40:00,750,55,708,56,42,22
1000008298,11:50:00,828,56,798,56,30,10
1000008298,12:00:00,786,51,690,52,96,37
1000008298,12:10:00,696,57,672,58,24,20
1000008298,12:20:00,828,52,768,53,60,25
1000008298,12:30:00,648,57,600,57,48,30
1000008298,12:40:00,768,54,726,54,42,25
1000008298,12:50:00,756,52,708,53,48,26
1000008298,13:00:00,780,54,726,54,54,30
1000008298,13:10:00,978,51,918,51,60,28
1000008298,13:20:00,918,52,858,52,60,32
1000008298,13:30:00,774,54,714,54,60,23
1000008298,13:40:00,852,53,804,54,48,26
1000008298,13:50:00,1050,53,1008,53,42,28
1000008298,14:00:00,762,51,714,52,48,20
1000008298,14:10:00,858,54,828,54,30,8
1000008298,14:20:00,912,53,876,53,36,19
1000008298,14:30:00,804,44,738,45,66,23
1000008298,14:40:00,834,44,792,44,42,16
1000008298,14:50:00,720,42,642,43,78,20
1000008298,15:00:00,684,42,642,42,42,16
1000008298,15:10:00,768,42,726,42,42,17
1000008298,15:20:00,894,44,870,45,24,13
1000008298,15:30:00,804,45,738,46,66,28
1000008298,15:40:00,900,43,864,44,36,19
1000008298,15:50:00,702,42,660,42,42,18
1000008298,16:00:00,828,40,798,38,30,12
1000008298,16:10:00,840,42,828,42,12,3
1000008298,16:20:00,906,45,864,46,42,12
1000008298,16:30:00,912,46,840,46,72,23
1000008298,16:40:00,900,44,888,44,12,10
1000008298,16:50:00,1020,45,990,45,30,13
1000008298,17:00:00,840,44,816,44,24,11
1000008298,17:10:00,930,43,894,43,36,18
1000008298,17:20:00,924,47,894,47,30,23
1000008298,17:30:00,924,45,876,45,48,13
1000008298,17:40:00,870,44,840,44,30,16
1000008298,17:50:00,870,46,840,48,30,15
1000008298,18:00:00,900,44,858,45,42,14
1000008298,18:10:00,798,40,750,39,48,27
1000008298,18:20:00,852,43,822,43,30,16
1000008298,18:30:00,852,43,816,43,36,14
1000008298,18:40:00,936,44,912,44,24,9
1000008298,18:50:00,852,42,810,42,42,18
1000008298,19:00:00,1002,52,984,52,18,20
1000008298,19:10:00,894,50,882,49,12,12
1000008298,19:20:00,762,53,738,53,24,18
1000008298,19:30:00,612,58,594,58,18,17
1000008298,19:40:00,564,57,546,57,18,12
1000008298,19:50:00,582,60,564,60,18,17
1000008298,20:00:00,546,55,540,56,6,3
1000008298,20:10:00,624,57,612,57,12,6
1000008298,20:20:00,432,54,420,54,12,10
1000008298,20:30:00,450,56,414,57,36,30
1000008298,20:40:00,390,47,378,47,12,11
1000008298,20:50:00,366,57,348,57,18,10
1000008298,21:00:00,414,55,408,55,6,3
1000008298,21:10:00,354,59,354,59,0,0
1000008298,21:20:00,468,60,462,60,6,6
1000008298,21:30:00,402,56,390,56,12,12
1000008298,21:40:00,432,54,420,54,12,8
1000008298,21:50:00,354,58,348,58,6,5
1000008298,22:00:00,372,51,354,51,18,14
1000008298,22:10:00,396,52,372,53,24,14
1000008298,22:20:00,336,57,330,57,6,5
1000008298,22:30:00,324,57,294,58,30,21
1000008298,22:40:00,252,53,252,53,0,0
1000008298,22:50:00,228,57,216,57,12,12
1000008298,23:00:00,114,45,108,46,6,3
1000008298,23:10:00,222,58,222,58,0,0
1000008298,23:20:00,114,44,114,44,0,0
1000008298,23:30:00,186,50,180,50,6,6
1000008298,23:40:00,120,58,102,58,18,12
1000008298,23:50:00,102,42,78,42,24,17
1000008216,00:00:00,36,24,30,18,6,6
1000008216,00:10:00,30,24,30,24,0,0
1000008216,00:20:00,18,16,12,12,6,4
1000008216,00:30:00,42,31,36,30,6,6
1000008216,00:40:00,24,16,24,16,0,0
1000008216,00:50:00,6,4,6,4,0,0
1000008216,01:00:00,30,24,24,25,6,5
1000008216,01:10:00,30,33,30,33,0,0
1000008216,01:20:00,18,11,18,11,0,0
1000008216,01:30:00,30,24,24,18,6,6
1000008216,01:40:00,12,10,12,10,0,0
1000008216,01:50:00,18,10,18,10,0,0
1000008216,02:00:00,6,6,6,6,0,0
1000008216,02:10:00,30,17,12,7,18,10
1000008216,02:20:00,6,6,0,0,6,6
1000008216,02:30:00,6,6,0,0,6,6
1000008216,02:40:00,18,20,18,20,0,0
1000008216,02:50:00,18,13,18,13,0,0
1000008216,03:00:00,24,10,6,6,18,10
1000008216,03:10:00,18,15,18,15,0,0
1000008216,03:20:00,12,13,6,7,6,6
1000008216,03:30:00,12,11,0,0,12,11
1000008216,03:40:00,24,26,12,14,12,12
1000008216,03:50:00,42,28,36,24,6,4
1000008216,04:00:00,6,5,6,5,0,0
1000008216,04:10:00,30,28,24,24,6,3
