94.4 98.4 94.4550988076 98.5917060952 7.41207349081 6.87811271298 7.14491803279 9.29787234043 9.38978723404
104.0 147.2 104.057809894 147.204089002 7.54676258993 7.81741335587 7.70550322261 9.35445205479 9.53938356164
101.2 197.1 101.261882261 197.17667982 7.52891566265 7.97916666667 7.82435791218 9.34137931034 9.75431034483
103.4 241.9 103.46897932 241.926880765 7.77101096224 8.83205325141 8.51802451334 9.3818657367 10.0548780488
100.1 295.1 100.10556142 295.264035575 7.92462311558 9.02556455049 8.7467387846 9.33157431838 10.4045734389
106.5 366.1 106.556238015 366.201722701 8.58401880141 9.47091222031 9.26996805112 9.40913160251 10.9024171889
103.1 401.9 103.14297624 401.966994499 8.88540410133 9.90567200986 9.69801129389 9.34272727273 11.4472727273
100.1 454.9 100.116686114 455.001111358 8.66502463054 10.0998064694 9.83675773312 9.36178107607 12.1057513915
94.9 490.0 95.0346323959 490.095296308 8.98704663212 10.919776593 10.6030566759 9.34647887324 12.5305164319
99.6 547.7 99.8913497702 547.79129855 9.22208121827 11.7764945652 11.3897002306 9.44509232264 13.6219630709
99.5 601.2 99.6605642424 601.283511599 11.2342342342 10.9247112211 10.9674666667 9.40221774194 14.9566532258
95.5 653.7 95.5053058503 653.827133054 10.9752281617 11.8668571429 11.7531992687 9.31030927835 15.8619979403
100.7 700.7 100.753175287 700.7 12.4866504854 11.7112903226 11.8110555903 9.35268817204 17.4731182796
99.0 754.9 99.0082506876 754.648450516 12.631778058 11.6051587302 11.724163134 9.33108108108 19.3400900901
102.1 786.9 102.111345705 786.987443049 13.9599027947 11.622638514 11.8927267621 9.38399071926 20.4837587007
105.8 848.2 105.826456614 848.223561766 14.7703180212 11.4017473715 11.7779531702 9.34029484029 23.0257985258
98.1 893.4 98.1572584007 893.375184023 15.9228855721 11.7095464726 12.1357574233 9.3661971831 24.8629961588
98.8 944.2 98.9429175476 944.25245847 16.648447205 11.1884941676 11.7149359205 9.3074829932 27.7741496599
91.6 997.9 91.6916916917 997.955441969 17.3282967033 11.075511999 11.5995165189 9.36034732272 30.8494934877
99.2 1050.1 99.2606592918 1050.15834213 19.332909784 11.0412702188 11.7509516041 9.31610942249 33.5547112462
